,Entry,Entry name,Status,Protein names,Gene,Organism,Length,Gene16,PP,gene
5498,Q88DV7,IF2_PSEPK,reviewed,Translation initiation factor IF-2,infB PP_4712,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),846,infB,PP_4712,infB
3952,Q88DV6,Q88DV6_PSEPK,unreviewed,Transcription termination/antitermination protein NusA,nusA PP_4713,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),493,nusA,PP_4713,nusA
5016,Q88DV5,RIMP_PSEPK,reviewed,Ribosome maturation factor RimP,rimP PP_4714,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),158,rimP,PP_4714,rimP
5113,Q88DV4,TPIS_PSEPK,reviewed,Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase),tpiA PP_4715,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),251,tpiA,PP_4715,tpiA
5277,Q88DV3,GLMM_PSEPK,reviewed,Phosphoglucosamine mutase (EC 5.4.2.10),glmM PP_4716,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),446,glmM,PP_4716,glmM
434,Q88DV2,Q88DV2_PSEPK,unreviewed,Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase),folP PP_4717,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),283,folP,PP_4717,folP
2957,Q88DV1,Q88DV1_PSEPK,unreviewed,ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-),ftsH PP_4718,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),637,ftsH,PP_4718,ftsH
4864,Q88DV0,RLME_PSEPK,reviewed,Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase),rlmE ftsJ rrmJ PP_4719,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),207,rlmE,PP_4719,rlmE
2976,Q88DU9,Q88DU9_PSEPK,unreviewed,Putative RNA binding protein,PP_4720,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),102,PP_4720,PP_4720,PP_4720
2035,Q88DU8,Q88DU8_PSEPK,unreviewed,Uncharacterized protein,PP_4721,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),156,PP_4721,PP_4721,PP_4721
4913,Q88DU7,GREA_PSEPK,reviewed,Transcription elongation factor GreA (Transcript cleavage factor GreA),greA PP_4722,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),160,greA,PP_4722,greA
5310,Q88DU6,CARB_PSEPK,reviewed,Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain),carB PP_4723,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),1073,carB,PP_4723,carB
5284,Q88DU5,CARA_PSEPK,reviewed,Carbamoyl-phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain),carA PP_4724,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),378,carA,PP_4724,carA
5280,Q88DU4,DAPB_PSEPK,reviewed,4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8),dapB PP_4725,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),267,dapB,PP_4725,dapB
5361,Q88DU3,DNAJ_PSEPK,reviewed,Chaperone protein DnaJ,dnaJ PP_4726,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),375,dnaJ,PP_4726,dnaJ
5358,Q88DU2,DNAK_PSEPK,reviewed,Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70),dnaK PP_4727,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),641,dnaK,PP_4727,dnaK
5077,Q88DU1,GRPE_PSEPK,reviewed,Protein GrpE (HSP-70 cofactor),grpE PP_4728,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),185,grpE,PP_4728,grpE
1766,Q88DU0,Q88DU0_PSEPK,unreviewed,DNA repair protein RecN (Recombination protein N),recN PP_4729,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),557,recN,PP_4729,recN
2935,Q88DT9,Q88DT9_PSEPK,unreviewed,Ferric uptake regulation protein,fur PP_4730,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),134,fur,PP_4730,fur
3975,Q88DT8,Q88DT8_PSEPK,unreviewed,Outer membrane protein assembly factor BamE,bamE PP_4731,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),178,bamE,PP_4731,bamE
1492,Q88DT7,Q88DT7_PSEPK,unreviewed,Ribosome association toxin RatA,PP_4732,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),182,PP_4732,PP_4732,PP_4732
5087,Q88DT6,SSRP_PSEPK,reviewed,SsrA-binding protein (Small protein B),smpB PP_4733,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),160,smpB,PP_4733,smpB
3069,Q88DT5,Q88DT5_PSEPK,unreviewed,"DNA-binding transcriptional dual regulator, LldR-L-lactate",pdhR PP_4734,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),255,pdhR,PP_4734,pdhR
2235,Q88DT4,Q88DT4_PSEPK,unreviewed,L-lactate permease,lldP PP_4735,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),556,lldP,PP_4735,lldP
5499,Q88DT3,LLDD_PSEPK,reviewed,L-lactate dehydrogenase (EC 1.1.-.-),lldD PP_4736,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),381,lldD,PP_4736,lldD
1438,Q88DT2,Q88DT2_PSEPK,unreviewed,D-lactate dehydrogenase (EC 1.1.-.-),dld2 PP_4737,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),936,dld2,PP_4737,dld2
1217,Q88DT1,Q88DT1_PSEPK,unreviewed,Uncharacterized protein,PP_4738,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),96,PP_4738,PP_4738,PP_4738
4184,Q88DT0,Q88DT0_PSEPK,unreviewed,Uncharacterized protein,PP_4739,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),80,PP_4739,PP_4739,PP_4739
2863,Q88DS9,Q88DS9_PSEPK,unreviewed,Type I restriction enzyme EcoAI R protein (EC 3.1.21.3),hsdR PP_4740,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),787,hsdR,PP_4740,hsdR
2140,Q88DS8,Q88DS8_PSEPK,unreviewed,Site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72),hsdM PP_4741,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),489,hsdM,PP_4741,hsdM
1670,Q88DS7,Q88DS7_PSEPK,unreviewed,"Type I restriction-modification system, S subunit",hsdS PP_4742,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),576,hsdS,PP_4742,hsdS
1648,Q88DS6,Q88DS6_PSEPK,unreviewed,CASPASE_P20 domain-containing protein,PP_4743,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),478,PP_4743,PP_4743,PP_4743
4731,Q877Q0,Q877Q0_PSEPK,unreviewed,Transposase,PP_0637 PP_4025 PP_4745,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),510,PP_4745,PP_4745,PP_4745
4717,Q877M4,Q877M4_PSEPK,unreviewed,Transposase,PP_4024 PP_4746,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),119,PP_4746,PP_4746,PP_4746
1799,Q88DS5,Q88DS5_PSEPK,unreviewed,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_4748,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),266,PP_4748,PP_4748,PP_4748
3771,Q88DS4,Q88DS4_PSEPK,unreviewed,"Amino acid ABC transporter, permease protein",PP_4749,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),219,PP_4749,PP_4749,PP_4749
2995,Q88DS3,Q88DS3_PSEPK,unreviewed,"Amino acid ABC transporter, permease protein",PP_4750,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),213,PP_4750,PP_4750,PP_4750
1169,Q88DS2,Q88DS2_PSEPK,unreviewed,"Amino acid ABC transporter, ATP-binding protein",PP_4751,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),269,PP_4751,PP_4751,PP_4751
3534,Q88DS1,Q88DS1_PSEPK,unreviewed,Putative Xaa-Pro aminopeptidase,PP_4752,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),435,PP_4752,PP_4752,PP_4752
3172,Q88DS0,Q88DS0_PSEPK,unreviewed,Putative N-methylproline demethylase (EC 1.-.-.-),stcD PP_4753,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),678,stcD,PP_4753,stcD
1909,Q88DR9,Q88DR9_PSEPK,unreviewed,"Transcriptional regulator, TetR family",PP_4754,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),215,PP_4754,PP_4754,PP_4754
2495,Q88DR8,Q88DR8_PSEPK,unreviewed,Outer membrane ferrichrome-iron receptor,PP_4755,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),797,PP_4755,PP_4755,PP_4755
4561,Q88DR7,Q88DR7_PSEPK,unreviewed,Gamma-aminobutyrate permease,gabP-V PP_4756,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),463,gabP-V,PP_4756,gabP-V
4120,Q88DR6,Q88DR6_PSEPK,unreviewed,Glucarate dehydratase (EC 4.2.1.40),gudD PP_4757,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),448,gudD,PP_4757,gudD
4590,Q88DR5,Q88DR5_PSEPK,unreviewed,Major facilitator family transporter,PP_4758,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),455,PP_4758,PP_4758,PP_4758
3288,Q88DR4,Q88DR4_PSEPK,unreviewed,"Transcriptional regulator, GntR family",PP_4759,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),233,PP_4759,PP_4759,PP_4759
1108,Q88DR3,Q88DR3_PSEPK,unreviewed,"Alcohol dehydrogenase, zinc-containing",PP_4760,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),336,PP_4760,PP_4760,PP_4760
4011,Q88DR2,Q88DR2_PSEPK,unreviewed,"Hydrolase, haloacid dehalogenase-like family",PP_4761,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),196,PP_4761,PP_4761,PP_4761
2972,Q88DR1,Q88DR1_PSEPK,unreviewed,Acyl-CoA thioesterase II,tesB PP_4762,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),289,tesB,PP_4762,tesB
2115,Q88DR0,Q88DR0_PSEPK,unreviewed,GCN5-related N-acetyltransferase,PP_4763,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),178,PP_4763,PP_4763,PP_4763
1042,Q88DQ9,Q88DQ9_PSEPK,unreviewed,Histone deacetylase family protein,PP_4764,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),304,PP_4764,PP_4764,PP_4764
264,Q88DQ8,Q88DQ8_PSEPK,unreviewed,Uncharacterized protein,PP_4765,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),412,PP_4765,PP_4765,PP_4765
2223,Q88DQ7,Q88DQ7_PSEPK,unreviewed,ATP-dependent RNA helicase (EC 3.6.4.13),rhlE-I PP_4766,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),443,rhlE-I,PP_4766,rhlE-I
1126,Q88DQ6,Q88DQ6_PSEPK,unreviewed,"Amino acid exporter for phenylalanine, threonine",yedA PP_4767,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),306,yedA,PP_4767,yedA
2001,Q88DQ5,Q88DQ5_PSEPK,unreviewed,Exonuclease,PP_4768,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),203,PP_4768,PP_4768,PP_4768
1202,Q88DQ4,Q88DQ4_PSEPK,unreviewed,NYN domain-containing protein,PP_4769,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),159,PP_4769,PP_4769,PP_4769
279,Q88DQ3,Q88DQ3_PSEPK,unreviewed,Uncharacterized protein,PP_4770,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),252,PP_4770,PP_4770,PP_4770
4541,Q88DQ2,Q88DQ2_PSEPK,unreviewed,Uncharacterized protein,PP_4771,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),218,PP_4771,PP_4771,PP_4771
4295,Q88DQ1,Q88DQ1_PSEPK,unreviewed,ATP-dependent helicase HrpB,hrpB PP_4772,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),842,hrpB,PP_4772,hrpB
3662,Q88DQ0,Q88DQ0_PSEPK,unreviewed,Uncharacterized protein,PP_4773,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),160,PP_4773,PP_4773,PP_4773
2068,Q88DP9,Q88DP9_PSEPK,unreviewed,Divalent cation efflux transporter,fieF PP_4774,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),290,fieF,PP_4774,fieF
3795,Q88DP8,Q88DP8_PSEPK,unreviewed,Uncharacterized protein,PP_4775,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),278,PP_4775,PP_4775,PP_4775
2670,Q88DP7,Q88DP7_PSEPK,unreviewed,AsnC family transcriptional regulator,PP_4776,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),158,PP_4776,PP_4776,PP_4776
3961,Q88DP6,Q88DP6_PSEPK,unreviewed,Uncharacterized protein,PP_4777,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),67,PP_4777,PP_4777,PP_4777
3703,A0A140FWR7,A0A140FWR7_PSEPK,unreviewed,Pseudouridine synthase (EC 5.4.99.-),rluE PP_4778,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),210,rluE,PP_4778,rluE
3992,Q88DP5,Q88DP5_PSEPK,unreviewed,AMP nucleosidase (EC 3.2.2.4),amn PP_4779,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),487,amn,PP_4779,amn
4760,Q88DP4,Q88DP4_PSEPK,unreviewed,Putative Acyl-CoA dehydrogenase,PP_4780,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),550,PP_4780,PP_4780,PP_4780
1363,Q88DP3,Q88DP3_PSEPK,unreviewed,Histidine kinase (EC 2.7.13.3),PP_4781,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),662,PP_4781,PP_4781,PP_4781
926,Q88DP2,Q88DP2_PSEPK,unreviewed,Phosphomethylpyrimidine kinase,thiD PP_4782,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),265,thiD,PP_4782,thiD
5169,Q88DP1,THIE_PSEPK,reviewed,Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase),thiE PP_4783,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),207,thiE,PP_4783,thiE
4953,Q88DP0,GSA_PSEPK,reviewed,"Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)",hemL PP_4784,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),427,hemL,PP_4784,hemL
1028,Q88DN9,Q88DN9_PSEPK,unreviewed,Uncharacterized protein,PP_4785,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),181,PP_4785,PP_4785,PP_4785
152,Q88DN8,Q88DN8_PSEPK,unreviewed,Uncharacterized protein,PP_4786,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),108,PP_4786,PP_4786,PP_4786
1376,Q88DN7,Q88DN7_PSEPK,unreviewed,PhoH domain-containing protein,ybeZ PP_4787,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),332,ybeZ,PP_4787,ybeZ
5134,Q88DN6,YBEY_PSEPK,reviewed,Endoribonuclease YbeY (EC 3.1.-.-),ybeY PP_4788,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),157,ybeY,PP_4788,ybeY
4417,Q88DN5,Q88DN5_PSEPK,unreviewed,"Heat shock protein, Co2+ and Mg2+ efflux protein",corC PP_4789,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),279,corC,PP_4789,corC
5500,Q88DN4,LNT_PSEPK,reviewed,Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.269),lnt PP_4790,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),505,lnt,PP_4790,lnt
4737,Q877U3,Q877U3_PSEPK,unreviewed,Transposase,PP_1133 PP_1260 PP_4603 PP_4791,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),442,PP_4791,PP_4791,PP_4791
945,Q88DN3,Q88DN3_PSEPK,unreviewed,DUF218 domain-containing protein,PP_4792,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),253,PP_4792,PP_4792,PP_4792
4443,Q88DN2,Q88DN2_PSEPK,unreviewed,Uncharacterized protein,PP_4793,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),104,PP_4793,PP_4793,PP_4793
5210,Q88DN1,SYL_PSEPK,reviewed,Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS),leuS PP_4794,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),868,leuS,PP_4794,leuS
3991,Q88DN0,Q88DN0_PSEPK,unreviewed,LPS-assembly lipoprotein LptE,lptE PP_4795,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),201,PP_4795,PP_4795,lptE 
4144,Q88DM9,Q88DM9_PSEPK,unreviewed,DNA polymerase III subunit delta (EC 2.7.7.7),holA PP_4796,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),345,holA,PP_4796,holA
2034,Q88DM8,Q88DM8_PSEPK,unreviewed,Uncharacterized protein,PP_4797,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),54,PP_4797,PP_4797,PP_4797
765,Q88DM7,Q88DM7_PSEPK,unreviewed,Putative Membrane-bound lytic murein transglycosylase,PP_4798,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),438,PP_4798,PP_4798,PP_4798
147,Q88DM6,Q88DM6_PSEPK,unreviewed,Putative Muramoyltetrapeptide carboxypeptidase,PP_4799,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),312,PP_4799,PP_4799,PP_4799
5040,Q88DM5,LIPA_PSEPK,reviewed,Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA),lipA PP_4800,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),338,lipA,PP_4800,lipA
5503,Q88DM4,LIPB_PSEPK,reviewed,Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase),lipB PP_4801,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),216,lipB,PP_4801,lipB
5117,Q88DM3,Y4802_PSEPK,reviewed,UPF0250 protein PP_4802,PP_4802,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),91,PP_4802,PP_4802,PP_4802
2262,Q88DM2,Q88DM2_PSEPK,unreviewed,Serine-type D-Ala-D-Ala carboxypeptidase (EC 3.4.16.4),dacA PP_4803,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),386,dacA,PP_4803,dacA
4632,Q88DM1,Q88DM1_PSEPK,unreviewed,Endolytic peptidoglycan transglycosylase RlpA (EC 4.2.2.-),rlpA PP_4804,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),333,rlpA,PP_4804,rlpA
724,Q88DM0,Q88DM0_PSEPK,unreviewed,Membrane-bound lytic murein transglycosylase B (EC 3.2.1.-),mltB PP_4805,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),348,mltB,PP_4805,mltB
4274,Q88DL9,Q88DL9_PSEPK,unreviewed,Peptidoglycan glycosyltransferase MrdB (PGT) (EC 2.4.1.129) (Cell elongation protein RodA) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase),mrdB rodA PP_4806,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),374,mrdB,PP_4806,mrdB
600,Q88DL8,Q88DL8_PSEPK,unreviewed,"Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4) (Penicillin-binding protein 2) (PBP-2)",mrdA-II mrdA PP_4807,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),629,mrdA-II,PP_4807,mrdA-II
5160,Q88DL7,RLMH_PSEPK,reviewed,Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177) (23S rRNA (pseudouridine1915-N3)-methyltransferase) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase RlmH),rlmH PP_4808,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),155,rlmH,PP_4808,rlmH
2823,Q88DL6,Q88DL6_PSEPK,unreviewed,Ribosomal silencing factor RsfS,rsfS PP_4809,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),139,rsfS,PP_4809,rsfS
5454,Q88DL5,NADD_PSEPK,reviewed,Probable nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase),nadD PP_4810,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),230,nadD,PP_4810,nadD
4947,Q88DL4,PROA_PSEPK,reviewed,Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase),proA PP_4811,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),423,proA,PP_4811,proA
4659,Q88DL3,Q88DL3_PSEPK,unreviewed,Putative 3-methyladenine DNA glycosylase (EC 3.2.2.-),PP_4812,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),222,PP_4812,PP_4812,PP_4812
3894,Q88DL2,Q88DL2_PSEPK,unreviewed,PAP2 family protein/DedA family protein,PP_4813,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),438,PP_4813,PP_4813,PP_4813
3654,Q88DL1,Q88DL1_PSEPK,unreviewed,ATP-dependent protease La domain protein,PP_4814,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),197,PP_4814,PP_4814,PP_4814
3698,Q88DL0,Q88DL0_PSEPK,unreviewed,Putative Membrane protein,PP_4815,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),238,PP_4815,PP_4815,PP_4815
2558,Q88DK9,Q88DK9_PSEPK,unreviewed,Uncharacterized protein,PP_4816,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),122,PP_4816,PP_4816,PP_4816
2852,Q88DK8,Q88DK8_PSEPK,unreviewed,MaoC domain protein,PP_4817,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),151,PP_4817,PP_4817,PP_4817
4945,Q88DK7,PRMA_PSEPK,reviewed,Ribosomal protein L11 methyltransferase (L11 Mtase) (EC 2.1.1.-),prmA PP_4818,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),292,prmA,PP_4818,prmA
4239,Q88DK6,Q88DK6_PSEPK,unreviewed,Znf/thioredoxin_put domain-containing protein,PP_4819,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),451,PP_4819,PP_4819,PP_4819
5434,Q88DK5,DUSB_PSEPK,reviewed,tRNA-dihydrouridine synthase B (EC 1.3.1.-),dusB PP_4820,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),337,dusB,PP_4820,dusB
4742,Q88DK4,Q88DK4_PSEPK,unreviewed,Putative Fis-like DNA-binding protein,PP_4821,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),106,PP_4821,PP_4821,PP_4821
5049,Q88DK3,PUR9_PSEPK,reviewed,Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)],purH PP_4822,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),535,purH,PP_4822,purH
5178,Q88DK2,PUR2_PSEPK,reviewed,Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase),purD PP_4823,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),431,purD,PP_4823,purD
4200,Q88DK1,Q88DK1_PSEPK,unreviewed,Histidine kinase (EC 2.7.13.3),PP_4824,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),923,PP_4824,PP_4824,PP_4824
